"datetime","chla"
2019-10-20 21:22:01,1.94
2019-10-20 21:27:01,2.41
2019-10-20 21:32:01,2.49
2019-10-20 21:37:11,2.27
2019-10-20 21:42:11,2.16
2019-10-20 21:47:01,2.05
2019-10-20 21:52:01,2.32
2019-10-20 21:57:01,1.71
2019-10-20 22:02:01,1.93
2019-10-20 22:07:01,2.09
2019-10-20 22:12:11,2.17
2019-10-20 22:17:01,3.12
2019-10-20 22:22:01,2.19
2019-10-20 22:27:01,2.18
2019-10-20 22:32:11,2.28
2019-10-20 22:37:11,2.37
2019-10-20 22:42:01,2.21
2019-10-20 22:47:01,2.39
2019-10-20 22:52:11,2.24
2019-10-20 22:57:11,2.5
2019-10-20 23:02:01,2.31
2019-10-20 23:07:01,2.19
2019-10-20 23:12:01,2.3
2019-10-20 23:17:01,2.08
2019-10-20 23:22:01,1.73
2019-10-20 23:27:01,2.2
2019-10-20 23:32:01,2.06
2019-10-20 23:37:11,2.47
2019-10-20 23:42:01,2.11
2019-10-20 23:47:01,3.49
2019-10-20 23:52:01,2.18
2019-10-20 23:57:01,2.12
2019-10-21 00:02:01,2.25
2019-10-21 00:22:01,2.61
2019-10-21 00:27:01,2.62
2019-10-21 00:32:01,2.25
2019-10-21 00:37:01,2.13
2019-10-21 00:47:01,2.64
2019-10-21 00:52:01,3.36
2019-10-21 00:57:01,3.64
2019-10-21 01:12:01,4.24
2019-10-21 01:17:01,2.68
2019-10-21 01:22:01,2.36
2019-10-21 01:27:01,3.16
2019-10-21 01:32:01,1.94
2019-10-21 01:37:01,1.89
2019-10-21 01:42:11,2.53
2019-10-21 01:47:01,2.41
2019-10-21 01:52:11,2.58
2019-10-21 01:57:01,2.26
2019-10-21 02:02:11,1.95
2019-10-21 02:07:01,1.8
2019-10-21 02:12:01,1.65
2019-10-21 02:17:01,2.54
2019-10-21 02:22:11,1.88
2019-10-21 02:27:01,3.86
2019-10-21 02:32:01,1.59
2019-10-21 02:37:01,1.92
2019-10-21 02:42:01,1.75
2019-10-21 02:47:01,1.7
2019-10-21 02:52:01,1.74
2019-10-21 02:57:01,1.82
2019-10-21 03:02:01,1.81
2019-10-21 03:07:01,2.49
2019-10-21 03:12:01,1.61
2019-10-21 03:17:01,3.78
2019-10-21 03:22:01,1.65
2019-10-21 03:27:01,2.04
2019-10-21 03:32:11,1.64
2019-10-21 03:37:01,1.91
2019-10-21 03:42:01,2.35
2019-10-21 03:47:11,1.63
2019-10-21 03:52:01,1.65
2019-10-21 03:57:01,1.55
2019-10-21 04:02:01,1.5
2019-10-21 04:07:01,1.64
2019-10-21 04:12:01,1.35
2019-10-21 04:17:01,1.87
2019-10-21 04:22:01,1.54
2019-10-21 04:32:01,1.46
2019-10-21 04:37:01,2.06
2019-10-21 04:42:01,1.26
2019-10-21 04:47:11,1.91
2019-10-21 04:52:01,1.63
2019-10-21 04:57:01,1.49
2019-10-21 05:02:01,5.08
2019-10-21 05:07:01,1.64
2019-10-21 05:12:01,1.67
2019-10-21 05:17:01,2.06
2019-10-21 05:22:01,2.23
2019-10-21 05:27:01,1.57
2019-10-21 05:32:01,1.64
2019-10-21 05:37:01,1.55
2019-10-21 05:42:01,1.55
2019-10-21 05:47:01,3.65
2019-10-21 05:52:01,1.73
2019-10-21 05:57:01,1.49
2019-10-21 06:02:01,3.73
2019-10-21 06:07:01,3.57
2019-10-21 06:12:01,1.41
2019-10-21 06:17:01,1.58
2019-10-21 06:22:01,1.67
2019-10-21 06:27:01,4.94
2019-10-21 06:32:01,1.79
2019-10-21 06:37:01,1.72
2019-10-21 06:42:01,1.91
2019-10-21 06:47:01,1.76
2019-10-21 06:52:01,1.67
2019-10-21 06:57:01,1.57
2019-10-21 07:02:01,1.44
2019-10-21 07:07:01,1.39
2019-10-21 07:12:01,1.32
2019-10-21 07:17:01,1.35
2019-10-21 07:22:01,1.46
2019-10-21 07:27:01,2.5
2019-10-21 07:32:01,1.48
2019-10-21 07:37:11,1.68
2019-10-21 07:42:01,2.27
2019-10-21 07:47:01,2.89
2019-10-21 07:52:01,2.02
2019-10-21 07:57:01,1.57
2019-10-21 08:02:01,1.62
2019-10-21 08:07:01,1.54
2019-10-21 08:12:11,1.84
2019-10-21 08:17:01,2.03
2019-10-21 08:22:11,2.34
2019-10-21 08:27:01,1.91
2019-10-21 08:32:01,1.41
2019-10-21 08:37:01,1.84
2019-10-21 08:42:01,1.5
2019-10-21 08:47:01,1.29
2019-10-21 08:52:01,1.91
2019-10-21 08:57:01,2.05
2019-10-21 09:07:01,1.45
2019-10-21 09:12:01,1.8
2019-10-21 09:17:01,1.5
2019-10-21 09:22:01,1.63
2019-10-21 09:27:01,2.23
2019-10-21 09:32:01,2.37
2019-10-21 09:37:01,2.18
2019-10-21 09:42:01,1.49
2019-10-21 09:47:01,1.78
2019-10-21 09:57:01,1.69
2019-10-21 10:02:01,1.71
2019-10-21 10:07:01,1.68
2019-10-21 10:12:01,2.87
2019-10-21 10:17:01,2.53
2019-10-21 10:22:01,3.08
2019-10-21 10:27:01,3.06
2019-10-21 10:32:11,1.39
2019-10-21 10:37:01,1.65
2019-10-21 10:42:11,1.56
2019-10-21 10:47:11,1.54
2019-10-21 10:52:01,1.58
2019-10-21 10:57:01,1.5
2019-10-21 11:02:01,1.88
2019-10-21 11:07:01,1.25
2019-10-21 11:12:11,1.92
2019-10-21 11:22:01,1.51
2019-10-21 11:27:02,1.75
2019-10-21 11:32:01,2.53
2019-10-21 11:37:01,1.98
2019-10-21 11:42:11,1.74
2019-10-21 11:47:01,2.52
2019-10-21 11:52:01,3.01
2019-10-21 11:57:01,1.77
2019-10-21 12:02:01,3.56
2019-10-21 12:07:01,1.71
2019-10-21 12:12:01,1.75
2019-10-21 12:17:01,1.64
2019-10-21 12:22:01,2.49
2019-10-21 12:27:01,1.99
2019-10-21 12:32:01,1.6
2019-10-21 12:37:01,1.46
2019-10-21 12:42:01,1.51
2019-10-21 12:47:01,2.25
2019-10-21 12:52:11,1.56
2019-10-21 12:57:01,1.56
2019-10-21 13:02:01,1.39
2019-10-21 13:07:01,1.65
2019-10-21 13:12:01,1.43
2019-10-21 13:17:01,1.28
2019-10-21 13:22:01,1.68
2019-10-21 13:27:01,2.47
2019-10-21 13:32:11,1.83
2019-10-21 13:37:01,1.63
2019-10-21 13:42:01,1.71
2019-10-21 13:47:11,1.74
2019-10-21 13:52:01,1.27
2019-10-21 13:57:01,1.35
2019-10-21 14:02:01,1.59
2019-10-21 14:07:01,2.68
2019-10-21 14:12:01,1.69
2019-10-21 14:17:01,1.29
2019-10-21 14:22:01,1.37
2019-10-21 14:27:01,1.08
2019-10-21 14:32:01,1.51
2019-10-21 14:37:11,1.55
2019-10-21 14:42:11,1.55
2019-10-21 14:47:01,1.99
2019-10-21 14:52:01,1.6
2019-10-21 14:57:01,1.65
2019-10-21 15:02:01,1.43
2019-10-21 15:07:01,1.69
2019-10-21 15:12:11,1.48
2019-10-21 15:17:01,1.31
2019-10-21 15:22:01,1.4
2019-10-21 15:27:01,1.51
2019-10-21 15:32:01,3.46
2019-10-21 15:37:01,3.16
2019-10-21 15:42:01,1.57
2019-10-21 15:47:11,1.64
2019-10-21 15:52:01,1.27
2019-10-21 15:57:11,1.89
2019-10-21 16:02:01,1.35
2019-10-21 16:07:01,2.87
2019-10-21 16:12:01,2.11
2019-10-21 16:17:01,2.11
2019-10-21 16:22:01,1.87
2019-10-21 16:27:01,2.78
2019-10-21 16:32:01,1.5
2019-10-21 16:37:01,2.38
2019-10-21 16:42:01,1.72
2019-10-21 16:47:01,1.85
2019-10-21 16:52:01,1.92
2019-10-21 16:57:11,1.47
2019-10-21 17:02:01,1.5
2019-10-21 17:07:11,1.53
2019-10-21 17:12:01,1.56
2019-10-21 17:17:01,1.43
2019-10-21 17:22:01,3.29
2019-10-21 17:27:01,1.56
2019-10-21 17:32:11,1.88
2019-10-21 17:37:11,1.83
2019-10-21 17:42:01,1.58
2019-10-21 17:47:01,2.63
2019-10-21 17:52:01,1.76
2019-10-21 17:57:01,5.81
2019-10-21 18:02:11,2.44
2019-10-21 18:07:11,3.97
2019-10-21 18:12:01,3.06
2019-10-21 18:17:11,3.78
2019-10-21 18:22:01,2.57
2019-10-21 18:27:11,2.06
2019-10-21 18:32:01,6.13
2019-10-21 18:37:01,2.32
2019-10-21 18:42:01,1.84
2019-10-21 18:47:11,2.75
2019-10-21 18:52:01,1.89
2019-10-21 18:57:01,2.21
2019-10-21 19:02:01,2.65
2019-10-21 19:07:01,1.97
2019-10-21 19:12:01,1.9
2019-10-21 19:17:11,2.84
2019-10-21 19:22:01,2.05
2019-10-21 19:27:01,2.15
2019-10-21 19:32:01,1.74
2019-10-21 19:37:01,2.02
2019-10-21 19:42:01,2.26
2019-10-21 19:47:01,2.14
2019-10-21 19:52:11,1.92
2019-10-21 19:57:01,2.01
2019-10-21 20:02:01,1.95
2019-10-21 20:07:01,2.6
2019-10-21 20:12:01,1.87
2019-10-21 20:17:01,3.29
2019-10-21 20:22:01,5.01
2019-10-21 20:27:11,2.34
2019-10-21 20:32:01,3.02
2019-10-21 20:37:01,5.39
2019-10-21 20:42:01,1.82
2019-10-21 20:47:01,2.03
2019-10-21 20:52:01,2.01
2019-10-21 20:57:01,1.81
2019-10-21 21:02:01,6.42
2019-10-21 21:07:11,2.3
2019-10-21 21:12:11,3.01
2019-10-21 21:17:01,3.53
2019-10-21 21:22:01,2.31
2019-10-21 21:27:01,2.54
2019-10-21 21:32:01,2.01
2019-10-21 21:37:01,1.99
2019-10-21 21:42:11,1.97
2019-10-21 21:47:11,2.33
2019-10-21 21:52:01,2.73
2019-10-21 21:57:01,2.56
2019-10-21 22:02:01,2.24
2019-10-21 22:07:01,2.4
2019-10-21 22:12:01,1.87
2019-10-21 22:17:01,3.94
2019-10-21 22:22:11,2.2
2019-10-21 22:27:01,3.04
2019-10-21 22:32:01,2.26
2019-10-21 22:37:01,2.06
2019-10-21 22:42:01,2.6
2019-10-21 22:47:11,2.67
2019-10-21 22:52:01,2.5
2019-10-21 22:57:11,2.43
2019-10-21 23:02:01,2.52
2019-10-21 23:07:01,3.54
2019-10-21 23:12:01,2.35
2019-10-21 23:17:01,3.86
2019-10-21 23:22:11,2.16
2019-10-21 23:27:01,1.96
2019-10-21 23:32:01,2.18
2019-10-21 23:37:11,3.12
2019-10-21 23:42:01,2.07
2019-10-21 23:47:11,2.68
2019-10-21 23:52:02,2.51
2019-10-21 23:57:01,2.4
2019-10-22 00:02:01,2.19
2019-10-22 00:07:01,2.11
2019-10-22 00:12:01,1.97
2019-10-22 00:17:01,2.19
2019-10-22 00:22:01,2.67
2019-10-22 00:27:01,4.92
2019-10-22 00:32:01,2.15
2019-10-22 00:37:01,3.03
2019-10-22 00:42:01,2.43
2019-10-22 00:47:01,4.05
2019-10-22 00:52:01,4.58
2019-10-22 00:57:01,3.52
2019-10-22 01:02:01,2.53
2019-10-22 01:07:01,2.1
2019-10-22 01:12:01,2.67
2019-10-22 01:17:01,3.15
2019-10-22 01:22:01,2.82
2019-10-22 01:27:01,2.17
2019-10-22 01:32:01,2.4
2019-10-22 01:37:01,2.41
2019-10-22 01:42:01,2.45
2019-10-22 01:47:01,2.64
2019-10-22 02:02:01,4.95
2019-10-22 02:07:01,1.72
2019-10-22 02:12:01,4.23
2019-10-22 02:17:01,2.34
2019-10-22 02:22:01,2.37
2019-10-22 02:27:01,2.25
2019-10-22 02:32:01,3.23
2019-10-22 02:37:02,3.29
2019-10-22 02:42:01,2.67
2019-10-22 02:47:01,3.04
2019-10-22 02:52:01,1.77
2019-10-22 02:57:01,2.1
2019-10-22 03:02:01,5.2
2019-10-22 03:07:01,1.94
2019-10-22 03:12:01,1.93
2019-10-22 03:17:01,2.11
2019-10-22 03:22:11,2.12
2019-10-22 03:27:11,2.72
2019-10-22 03:32:01,1.75
2019-10-22 03:37:01,2.66
2019-10-22 03:42:01,5.51
2019-10-22 03:47:01,2.13
2019-10-22 03:52:01,3.98
2019-10-22 03:57:01,2.23
2019-10-22 04:02:01,1.82
2019-10-22 04:07:01,2.63
2019-10-22 04:12:01,1.97
2019-10-22 04:17:01,1.98
2019-10-22 04:22:01,1.86
2019-10-22 04:27:01,1.9
2019-10-22 04:32:01,1.74
2019-10-22 04:37:01,1.77
2019-10-22 04:42:01,2.58
2019-10-22 04:47:01,1.64
2019-10-22 04:52:01,1.91
2019-10-22 04:57:01,2.06
2019-10-22 05:02:01,1.87
2019-10-22 05:07:01,1.62
2019-10-22 05:12:01,2.1
2019-10-22 05:17:11,2.05
2019-10-22 05:22:01,1.8
2019-10-22 05:27:01,2.02
2019-10-22 05:32:01,1.78
2019-10-22 05:37:01,1.58
2019-10-22 05:42:01,2.17
2019-10-22 05:47:01,2.11
2019-10-22 05:52:11,1.95
2019-10-22 05:57:01,1.84
2019-10-22 06:02:01,2.02
2019-10-22 06:07:01,1.72
2019-10-22 06:12:01,1.84
2019-10-22 06:17:01,1.38
2019-10-22 06:22:11,1.88
2019-10-22 06:27:01,1.8
2019-10-22 06:32:01,1.46
2019-10-22 06:37:01,2.09
2019-10-22 06:42:01,1.78
2019-10-22 06:47:01,1.61
2019-10-22 06:52:01,2.59
2019-10-22 06:57:01,1.65
2019-10-22 07:02:01,1.8
2019-10-22 07:07:01,3.22
2019-10-22 07:12:01,1.68
2019-10-22 07:17:01,2.02
2019-10-22 07:22:01,1.67
2019-10-22 07:27:01,2.06
2019-10-22 07:32:01,1.32
2019-10-22 07:37:01,1.6
2019-10-22 07:42:01,2.65
2019-10-22 07:47:01,1.21
2019-10-22 07:52:01,1.7
2019-10-22 07:57:01,1.42
2019-10-22 08:02:01,2.01
2019-10-22 08:07:01,2.1
2019-10-22 08:12:01,1.42
2019-10-22 08:17:11,1.5
2019-10-22 08:22:01,1.41
2019-10-22 08:27:01,1.41
2019-10-22 08:32:01,1.97
2019-10-22 08:37:01,1.35
2019-10-22 08:42:01,3.19
2019-10-22 08:47:01,1.42
2019-10-22 08:52:01,1.28
2019-10-22 08:57:01,2.2
2019-10-22 09:02:02,1.35
2019-10-22 09:07:01,1.34
2019-10-22 09:12:01,1.58
2019-10-22 09:17:01,1.43
2019-10-22 09:22:01,1.21
2019-10-22 09:27:01,2.05
2019-10-22 09:32:01,2.13
2019-10-22 09:37:01,1.44
2019-10-22 09:42:01,2.04
2019-10-22 09:47:01,1.91
2019-10-22 09:52:01,1.24
2019-10-22 09:57:11,1.42
2019-10-22 10:02:01,1.39
2019-10-22 10:07:01,1.35
2019-10-22 10:12:01,1.33
2019-10-22 10:17:01,2.37
2019-10-22 10:22:01,1.4
2019-10-22 10:27:11,1.68
2019-10-22 10:32:11,1.61
2019-10-22 10:37:01,1.57
2019-10-22 10:42:01,3.68
2019-10-22 10:47:01,3.04
2019-10-22 10:52:01,1.35
2019-10-22 10:57:01,1.75
2019-10-22 11:02:01,2.36
2019-10-22 11:07:01,1.71
2019-10-22 11:12:11,1.4
2019-10-22 11:17:01,1.57
2019-10-22 11:22:01,2.4
2019-10-22 11:27:11,1.78
2019-10-22 11:32:01,1.72
2019-10-22 11:37:01,1.53
2019-10-22 11:42:11,1.35
2019-10-22 11:47:01,1.33
2019-10-22 11:52:01,1.32
2019-10-22 11:57:01,1.4
2019-10-22 12:02:11,1.41
2019-10-22 12:07:01,4.67
2019-10-22 12:12:01,1.27
2019-10-22 12:17:01,1.09
2019-10-22 12:22:11,1.21
2019-10-22 12:27:01,1.18
2019-10-22 12:32:01,1.5
2019-10-22 12:37:01,1.28
2019-10-22 12:42:01,1.05
2019-10-22 12:47:11,1.14
2019-10-22 12:52:01,1.01
2019-10-22 12:57:11,1.17
2019-10-22 13:02:01,1.06
2019-10-22 13:07:01,1.23
2019-10-22 13:12:01,1.15
2019-10-22 13:17:01,0.77
2019-10-22 13:22:01,1.86
2019-10-22 13:27:01,1.09
2019-10-22 13:32:01,1.01
2019-10-22 13:37:01,0.85
2019-10-22 13:42:11,1.06
2019-10-22 13:47:01,0.73
2019-10-22 13:52:01,1.05
2019-10-22 13:57:01,1.21
2019-10-22 14:02:01,0.97
2019-10-22 14:07:01,1.23
2019-10-22 14:12:01,1.77
2019-10-22 14:17:01,1.5
2019-10-22 14:22:01,0.75
2019-10-22 14:27:01,0.88
2019-10-22 14:32:01,0.62
2019-10-22 14:37:01,0.96
2019-10-22 14:42:11,0.94
2019-10-22 14:47:01,2.8
2019-10-22 14:52:01,0.7
2019-10-22 14:57:01,1.24
2019-10-22 15:02:01,1.34
2019-10-22 15:07:11,0.83
2019-10-22 15:12:11,0.89
2019-10-22 15:17:11,0.9
2019-10-22 15:22:01,0.94
2019-10-22 15:27:01,0.98
2019-10-27 11:52:01,1.48
2019-10-27 11:57:01,0.69
2019-10-27 12:02:01,0.59
2019-10-27 12:07:01,1.07
2019-10-27 12:12:01,1.75
2019-10-27 12:17:01,0.94
2019-10-27 12:22:01,0.66
2019-10-27 12:27:01,0.63
2019-10-27 12:37:01,2.18
2019-10-27 12:42:01,0.62
2019-10-27 12:47:01,0.72
2019-10-27 12:52:01,0.79
2019-10-27 12:57:01,1.94
2019-10-27 13:02:01,0.67
2019-10-27 13:07:01,0.64
2019-10-27 13:12:01,0.85
2019-10-27 13:17:01,0.87
2019-10-27 13:22:01,0.78
2019-10-27 13:27:01,0.74
2019-10-27 13:32:01,0.82
2019-10-27 13:37:01,0.83
2019-10-27 13:42:01,0.76
2019-10-27 13:47:01,0.54
2019-10-27 13:52:01,0.73
2019-10-27 13:57:01,1.26
2019-10-27 14:02:01,1.12
2019-10-27 14:07:01,0.81
2019-10-27 14:12:01,1.74
2019-10-27 14:17:01,0.71
2019-10-27 14:22:01,1.32
2019-10-27 14:27:01,2.26
2019-10-27 14:32:01,1.39
2019-10-27 14:37:01,0.59
2019-10-27 14:42:01,0.93
2019-10-27 14:47:01,1.04
2019-10-27 14:52:01,1.73
2019-10-27 14:57:01,0.7
2019-10-27 15:02:01,1.05
2019-10-27 15:07:01,1.04
2019-10-27 15:12:01,0.86
2019-10-27 15:17:01,0.59
2019-10-27 15:22:01,1.17
2019-10-27 15:27:01,0.88
2019-10-27 15:32:01,0.78
2019-10-27 15:37:01,0.82
2019-10-27 15:42:01,0.99
2019-10-27 15:47:01,1.08
2019-10-27 15:52:01,0.96
2019-10-27 15:57:01,1.12
2019-10-27 16:02:01,2.88
2019-10-27 16:07:01,2.52
2019-10-27 16:12:01,0.91
2019-10-27 16:17:01,1.02
2019-10-27 16:22:01,1.55
2019-10-27 16:27:01,0.83
2019-10-27 16:32:01,0.83
2019-10-27 16:37:01,0.76
2019-10-27 16:42:01,1.52
2019-10-27 16:47:01,1.46
2019-10-27 16:52:01,1.81
2019-10-27 16:57:01,0.59
2019-10-27 17:02:01,2.1
2019-10-27 17:07:01,1.57
2019-10-27 17:12:01,0.95
2019-10-27 17:17:01,1.15
2019-10-27 17:22:01,1.32
2019-10-27 17:27:01,1.2
2019-10-27 17:32:01,1.96
2019-10-27 17:37:01,1.22
2019-10-27 17:42:01,0.61
2019-10-27 17:47:01,1.17
2019-10-27 17:52:01,1.02
2019-10-27 17:57:01,1.2
2019-10-27 18:02:01,1.56
2019-10-27 18:07:01,1.36
2019-10-27 18:12:01,1.2
2019-10-27 18:17:01,1.36
2019-10-27 18:22:01,0.84
2019-10-27 18:27:01,0.92
2019-10-27 18:32:01,2.99
2019-10-27 18:37:01,2.12
2019-10-27 18:42:01,1.59
2019-10-27 18:47:01,1.26
2019-10-27 18:52:01,1.09
2019-10-27 18:57:01,1.34
2019-10-27 19:02:01,1.22
2019-10-27 19:07:01,1.1
2019-10-27 19:12:01,1.27
2019-10-27 19:17:01,1.17
2019-10-27 19:22:01,1.34
2019-10-27 19:27:01,1.96
2019-10-27 19:32:01,1.32
2019-10-27 19:37:01,3.69
2019-10-27 19:42:01,0.98
2019-10-27 19:47:01,1.04
2019-10-27 19:52:01,1.05
2019-10-27 19:57:01,1.3
2019-10-27 20:02:01,2.07
2019-10-27 20:07:01,0.94
2019-10-27 20:12:01,1.28
2019-10-27 20:17:01,1.37
2019-10-27 20:22:01,1.62
2019-10-27 20:27:01,2.25
2019-10-27 20:32:01,1.28
2019-10-27 20:37:01,1.29
2019-10-27 20:42:01,1.4
2019-10-27 20:47:01,2.41
2019-10-27 20:52:01,1.34
2019-10-27 20:57:01,1.25
2019-10-27 21:02:01,1.18
2019-10-27 21:07:01,1
2019-10-27 21:12:01,1.33
2019-10-27 21:17:01,1.08
2019-10-27 21:22:01,1.09
2019-10-27 21:27:01,0.91
2019-10-27 21:32:01,1.22
2019-10-27 21:37:01,0.96
2019-10-27 21:42:01,1.1
2019-10-27 21:47:01,1.05
2019-10-27 21:52:01,1.2
2019-10-27 21:57:01,1.29
2019-10-27 22:02:01,1.49
2019-10-27 22:07:01,1.01
2019-10-27 22:12:01,1.12
2019-10-27 22:17:01,1.79
2019-10-27 22:22:01,1.5
2019-10-27 22:27:01,1.16
2019-10-27 22:32:01,1.44
2019-10-27 22:37:01,1.02
2019-10-27 22:42:01,1.8
2019-10-27 22:47:01,1.33
2019-10-27 22:52:01,1.14
2019-10-27 23:07:01,1.07
2019-10-27 23:12:01,0.94
2019-10-27 23:17:01,1.13
2019-10-27 23:22:01,1.16
2019-10-27 23:27:01,1.05
2019-10-27 23:32:01,0.97
2019-10-27 23:37:01,1.13
2019-10-27 23:42:01,0.78
2019-10-27 23:47:01,1.4
2019-10-27 23:52:01,0.94
2019-10-28 00:02:01,1.14
2019-10-28 00:07:01,1.54
2019-10-28 00:12:01,0.84
2019-10-28 00:17:01,0.96
2019-10-28 00:22:01,1.18
2019-10-28 00:57:01,3.36
2019-10-28 01:12:01,1.92
2019-10-28 01:17:01,1
2019-10-28 01:37:01,3.1
2019-09-19 17:32:01,2.79
2019-09-19 17:37:01,2.46
2019-09-19 17:42:11,2.43
2019-09-19 17:47:01,3.02
2019-09-19 17:52:01,2.21
2019-09-19 17:57:01,2.61
2019-09-19 18:02:01,2.65
2019-09-19 18:07:01,2.66
2019-09-19 18:12:01,4.46
2019-09-19 18:17:11,3.04
2019-09-19 18:22:01,2.17
2019-09-19 18:27:01,2.37
2019-09-19 18:32:01,3.56
2019-09-19 18:37:01,3
2019-09-19 18:42:01,2.87
2019-09-19 18:47:01,2.44
2019-09-19 18:52:01,2.51
2019-09-19 18:57:01,3.66
2019-09-19 19:02:01,1.93
2019-09-19 19:07:01,2.6
2019-09-19 19:12:01,3.26
2019-09-19 19:17:01,3.33
2019-09-19 19:22:01,2.82
2019-09-19 19:27:01,2.28
2019-09-19 19:32:01,2.86
2019-09-19 19:37:01,3.1
2019-09-19 19:42:11,3.14
2019-09-19 19:47:01,3.25
2019-09-19 19:52:01,3.19
2019-09-19 19:57:01,3.38
2019-09-19 20:02:01,2.76
2019-09-19 20:07:01,3.12
2019-09-19 20:12:01,2.82
2019-09-19 20:17:01,2.81
2019-09-19 20:22:01,2.94
2019-09-19 20:27:01,2.69
2019-09-19 20:32:11,3.03
2019-09-19 20:37:01,2.66
2019-09-19 20:42:01,3.64
2019-09-19 20:47:01,2.59
2019-09-19 20:52:01,3.32
2019-09-19 20:57:01,2.67
2019-09-19 21:02:01,3.06
2019-09-19 21:07:01,3.12
2019-09-19 21:12:01,3.51
2019-09-19 21:17:01,3.12
2019-09-19 21:22:01,3.26
2019-09-19 21:27:01,3.05
2019-09-19 21:32:01,3.11
2019-09-19 21:37:01,2.81
2019-09-19 21:42:01,3.86
2019-09-19 21:47:01,3.61
2019-09-19 21:52:01,3.03
2019-09-19 21:57:01,3.29
2019-09-19 22:02:01,2.82
2019-09-19 22:07:01,3.31
2019-09-19 22:12:01,2.88
2019-09-19 22:17:01,2.6
2019-09-19 22:22:11,2.94
2019-09-19 22:27:01,2.57
2019-09-19 22:32:01,2.94
2019-09-19 22:37:01,2.97
2019-09-19 22:42:01,2.93
2019-09-19 22:47:01,3.37
2019-09-19 22:52:01,3.37
2019-09-19 22:57:01,3.4
2019-09-19 23:02:01,2.85
2019-09-19 23:07:01,3.06
2019-09-19 23:12:11,2.73
2019-09-20 12:07:01,1.74
2019-09-20 12:12:01,2.12
2019-09-20 12:17:01,2.23
2019-09-20 12:22:01,2.57
2019-09-20 12:27:01,2.61
2019-09-20 12:32:01,2.71
2019-09-20 12:37:01,2.35
2019-09-20 12:42:01,2.01
2019-09-20 12:47:01,2.16
2019-09-20 12:52:01,2.16
2019-09-20 12:57:01,2.22
2019-09-20 13:02:01,1.99
2019-09-20 13:07:01,2.01
2019-09-20 13:12:01,2.34
2019-09-20 13:17:11,2.23
2019-09-20 13:22:01,1.93
2019-09-20 13:27:01,2.35
2019-09-20 13:32:01,2.06
2019-09-20 13:37:01,1.81
2019-09-20 13:47:01,1.79
2019-09-20 13:52:01,2.37
2019-09-20 13:57:01,1.73
2019-09-20 14:02:01,2.04
2019-09-20 14:07:01,2.11
2019-09-20 14:12:01,1.68
2019-09-20 14:17:01,1.87
2019-09-20 14:22:01,2.12
2019-09-20 14:27:01,2.27
2019-09-20 14:32:11,1.87
2019-09-20 14:37:01,1.63
2019-09-20 14:42:01,2.42
2019-09-20 14:47:01,1.59
2019-09-20 14:52:01,2.16
2019-09-20 14:57:01,1.99
2019-09-20 15:02:01,1.47
2019-09-20 15:07:01,1.67
2019-09-20 15:12:01,1.7
2019-09-20 15:17:01,1.82
2019-09-20 15:22:01,2.02
2019-09-20 15:27:01,1.63
2019-09-20 15:32:01,2.61
2019-09-20 15:37:11,2.3
2019-09-20 15:42:01,2.12
2019-09-20 15:47:01,2.3
2019-09-20 15:52:01,2.19
2019-09-20 15:57:01,1.98
2019-09-20 16:02:01,2.35
2019-09-20 16:07:01,2.45
2019-09-20 16:12:01,2.97
2019-09-20 16:17:01,2.59
2019-09-20 16:22:01,2.21
2019-09-20 16:27:01,2.04
2019-09-20 16:32:01,2.34
2019-09-20 16:37:01,1.97
2019-09-20 16:42:01,1.94
2019-09-20 16:47:11,2.15
2019-09-20 16:52:01,2.96
2019-09-20 16:57:01,2.03
2019-09-20 17:02:01,2.09
2019-09-20 17:07:01,1.56
2019-09-20 17:12:01,1.98
2019-09-20 17:17:01,2.69
2019-09-20 17:22:01,1.78
2019-09-20 17:27:01,2.35
2019-09-20 17:32:01,3.01
2019-09-20 17:37:01,2.2
2019-09-20 17:42:01,2.15
2019-09-20 17:47:01,2.16
2019-09-20 17:52:01,1.55
2019-09-20 17:57:01,2.61
2019-09-20 18:02:01,4.08
2019-09-20 18:07:11,1.96
2019-09-20 18:12:01,2.57
2019-09-20 18:17:01,2.99
2019-09-20 18:22:01,2.39
2019-09-20 18:27:01,2.27
2019-09-20 18:32:11,2.11
2019-09-20 18:37:01,2.34
2019-09-20 18:42:01,2.5
2019-09-20 18:47:01,1.87
2019-09-20 18:52:01,1.94
2019-09-20 18:57:01,1.75
2019-09-20 19:02:01,1.78
2019-09-20 19:07:01,1.77
2019-09-20 19:12:01,2.12
2019-09-20 19:17:01,3.39
2019-09-20 19:22:01,2.57
2019-09-20 19:27:01,2.07
2019-09-20 19:32:01,2.25
2019-09-20 19:37:01,2.21
2019-09-20 19:42:01,2.64
2019-09-20 19:47:01,2.98
2019-09-20 19:52:01,1.74
2019-09-20 19:57:01,1.96
2019-09-20 20:02:01,2.56
2019-09-20 20:07:01,2.15
2019-09-20 20:12:01,3.03
2019-09-20 20:17:11,2.18
2019-09-20 20:22:01,2.15
2019-09-20 20:27:01,2.61
2019-09-20 20:32:01,2.42
2019-09-20 20:37:01,1.98
2019-09-20 20:42:01,2.36
2019-09-20 20:47:01,2.32
2019-09-20 20:52:01,1.96
2019-09-20 20:57:01,2.91
2019-09-20 21:02:01,2.26
2019-09-20 21:07:11,2.27
2019-09-20 21:12:01,2.07
